Titles,Descriptions,Ids,Pub_year,Article_links,Year,Keyword
Abiotrophia defectiva Infective Endocarditis: A Rare and Dangerous Cause of Endocarditis.,,35299935,,https://pubmed.ncbi.nlm.nih.gov/35299935/,2022,dangerous
Process epistemology in the COVID-19 era: rethinking the research process to avoid dangerous forms of reification.,,35284029,,https://pubmed.ncbi.nlm.nih.gov/35284029/,2022,dangerous
Significant variations of dangerous exposures during COVID-19 pandemic in Italy: a possible association with the containment measures implemented to reduce the virus transmission.,,35246098,,https://pubmed.ncbi.nlm.nih.gov/35246098/,2022,dangerous
"'Inert' ingredients are understudied, potentially dangerous to bees and deserve more research attention.",,35232234,,https://pubmed.ncbi.nlm.nih.gov/35232234/,2022,dangerous
A Giant Internal Carotid Bifurcation Aneurysm as a Rare and Dangerous Differential Diagnosis of a Craniopharyngioma.,,35228946,,https://pubmed.ncbi.nlm.nih.gov/35228946/,2022,dangerous
Assessment of Ureters at Dangerous Locations in Lateral Lumbar Interbody Fusion.,,35224245,,https://pubmed.ncbi.nlm.nih.gov/35224245/,2022,dangerous
Astrocytes and Inflammatory T Helper Cells: A Dangerous Liaison in Multiple Sclerosis.,,35211120,,https://pubmed.ncbi.nlm.nih.gov/35211120/,2022,dangerous
"Individual Circadian Preference, Eating Disorders and Obesity in Children and Adolescents: A Dangerous Liaison? A Systematic Review and a Meta-Analysis.",,35204888,,https://pubmed.ncbi.nlm.nih.gov/35204888/,2022,dangerous
Nanoparticles: Excellent Materials Yet Dangerous When They Become Airborne.,,35202237,,https://pubmed.ncbi.nlm.nih.gov/35202237/,2022,dangerous
"""Dangerous liaisons: NAFLD and liver fibrosis increase cardiovascular risk in HIV"".",,35199429,,https://pubmed.ncbi.nlm.nih.gov/35199429/,2022,dangerous
Pneumococcal meningitis and COVID-19: dangerous coexistence. A case report.,,35196995,,https://pubmed.ncbi.nlm.nih.gov/35196995/,2022,dangerous
[CD8+ T cells and fibrocytes: dangerous interplay in the distal bronchi of patients with chronic obstructive pulmonary disease?].,,35190227,,https://pubmed.ncbi.nlm.nih.gov/35190227/,2022,dangerous
An extremely dangerous case of acute massive upper gastrointestinal bleeding: a case report.,,35168558,,https://pubmed.ncbi.nlm.nih.gov/35168558/,2022,dangerous
"Alternative Splicing, Epigenetic Modifications and Cancer: A Dangerous Triangle, or a Hopeful One?",,35158828,,https://pubmed.ncbi.nlm.nih.gov/35158828/,2022,dangerous
Gluten-free diet - remedy for infertility or dangerous trend?,,35156701,,https://pubmed.ncbi.nlm.nih.gov/35156701/,2022,dangerous
Puff bars: a dangerous trend in adolescent disposable e-cigarette use.,,35152232,,https://pubmed.ncbi.nlm.nih.gov/35152232/,2022,dangerous
Induced pathophysiological alterations by the venoms of the most dangerous Moroccan scorpions Androctonus mauretanicus and Buthus occitanus: A comparative pathophysiological and toxic-symptoms study.,,35130762,,https://pubmed.ncbi.nlm.nih.gov/35130762/,2022,dangerous
"Chemical pollutants in closed environments of transportation and storage of non-dangerous goods - Insufficient legislation, low awareness, and poor practice in Hungary.",,35128979,,https://pubmed.ncbi.nlm.nih.gov/35128979/,2022,dangerous
Heme in Cardiovascular Diseases: A Ubiquitous Dangerous Molecule Worthy of Vigilance.,,35127704,,https://pubmed.ncbi.nlm.nih.gov/35127704/,2022,dangerous
Adsorptive removal of some Cl-VOC's as dangerous environmental pollutants using feather-like γ-Al2O3 derived from aluminium waste with life cycle analysis.,,35124083,,https://pubmed.ncbi.nlm.nih.gov/35124083/,2022,dangerous
Renal cell carcinoma and viral infections: A dangerous relationship?,,35117975,,https://pubmed.ncbi.nlm.nih.gov/35117975/,2022,dangerous
COVID-19 and Periodontitis: A Dangerous Association?,,35095500,,https://pubmed.ncbi.nlm.nih.gov/35095500/,2022,dangerous
Dangerous dynamic duo: Lactic acid and PD-1 blockade.,,35093211,,https://pubmed.ncbi.nlm.nih.gov/35093211/,2022,dangerous
T cells and monocytes: A dangerous liaison in adenosine deaminase 2 deficiency.,,35090065,,https://pubmed.ncbi.nlm.nih.gov/35090065/,2022,dangerous
A Lightweight Dangerous Liquid Detection Method Based on Depthwise Separable Convolution for X-Ray Security Inspection.,,35087581,,https://pubmed.ncbi.nlm.nih.gov/35087581/,2022,dangerous
Which Sport Is More Dangerous: Ice Hockey or Field Hockey? A Review of the Head and Neck Injuries Associated With the Two Sports.,,35065012,,https://pubmed.ncbi.nlm.nih.gov/35065012/,2022,dangerous
"NSAIDs, are they dangerous for pancreatic surgery?",,35045063,,https://pubmed.ncbi.nlm.nih.gov/35045063/,2022,dangerous
How dangerous can a small fısh be? A greater weever attack.,,35000640,,https://pubmed.ncbi.nlm.nih.gov/35000640/,2022,dangerous
The atonic stomach: a dangerous condition prior to scoliosis surgery.,,34990007,,https://pubmed.ncbi.nlm.nih.gov/34990007/,2022,dangerous
Omicron's feeble attack on the lungs could make it less dangerous.,,34987210,,https://pubmed.ncbi.nlm.nih.gov/34987210/,2022,dangerous
Microcirculation and Macrocirculation in Hypertension: A Dangerous Cross-Link?,,34984924,,https://pubmed.ncbi.nlm.nih.gov/34984924/,2022,dangerous
"The Middle Meningeal Artery: Branches, Dangerous Anastomoses, and Implications in Neurosurgery and Neuroendovascular Surgery.",,34982899,,https://pubmed.ncbi.nlm.nih.gov/34982899/,2022,dangerous
Claiming therapeutic protein stability in a clinical setting based on limited analytical data is misleading and dangerous.,,34962262,,https://pubmed.ncbi.nlm.nih.gov/34962262/,2022,dangerous
The silent and dangerous inequity around access to COVID-19 testing: A call to action.,,34927038,,https://pubmed.ncbi.nlm.nih.gov/34927038/,2022,dangerous
Clozapine and chemotherapy: a dangerous couple or a necessary partnership?,,34907012,,https://pubmed.ncbi.nlm.nih.gov/34907012/,2022,dangerous
Evaluation of dangerous collateral vessels and thrombus in Budd-Chiari syndrome patients with inferior vena cava obstruction.,,34888706,,https://pubmed.ncbi.nlm.nih.gov/34888706/,2022,dangerous
An inherently dangerous fluid warmer design.,,34860322,,https://pubmed.ncbi.nlm.nih.gov/34860322/,2022,dangerous
Understanding the concurrent risk of mental health and dangerous wildfire events in the COVID-19 pandemic.,,34844328,,https://pubmed.ncbi.nlm.nih.gov/34844328/,2022,dangerous
The Lack of Helmets in Olympic Skateboarding-Skating Into Dangerous Territory.,,34842916,,https://pubmed.ncbi.nlm.nih.gov/34842916/,2022,dangerous
The Gender Affirmative Treatment Model for Youth with Gender Dysphoria: A Medical Advance or Dangerous Medicine?,,34811654,,https://pubmed.ncbi.nlm.nih.gov/34811654/,2022,dangerous
Sleep Apnea Syndrome and Aortic Root Diameter: A Dangerous Relation?,,34788376,,https://pubmed.ncbi.nlm.nih.gov/34788376/,2022,dangerous
"Artificial Intelligence: the future of medicine, or an overhyped and dangerous idea?",,34783968,,https://pubmed.ncbi.nlm.nih.gov/34783968/,2022,dangerous
Non-standardised colour coding of anaesthetic ampoule labelling: a dangerous practice?,,34763814,,https://pubmed.ncbi.nlm.nih.gov/34763814/,2022,dangerous
COVID-19 is more dangerous for older people and its severity is increasing: a case-control study.,,34677152,,https://pubmed.ncbi.nlm.nih.gov/34677152/,2022,dangerous
Variant lambda of the severe acute respiratory syndrome coronavirus 2: A serious threat or the beginning of further dangerous mutations.,,34642924,,https://pubmed.ncbi.nlm.nih.gov/34642924/,2022,dangerous
Pheochromocytoma presenting as a pancreatic mass: Avoiding a dangerous pitfall in endoscopic ultrasound-guided fine needle aspiration biopsy using GATA3 immunostain.,,34590371,,https://pubmed.ncbi.nlm.nih.gov/34590371/,2022,dangerous
Dangerous interaction of bitter melon (Momordica charantia) with pazopanib: A case of acute pancreatitis.,,34569860,,https://pubmed.ncbi.nlm.nih.gov/34569860/,2022,dangerous
An integrative method for identifying potentially dangerous glacial lakes in the Himalayas.,,34563910,,https://pubmed.ncbi.nlm.nih.gov/34563910/,2022,dangerous
Ball magnet ingestion in children: a stronger and more dangerous attraction?,,34544782,,https://pubmed.ncbi.nlm.nih.gov/34544782/,2022,dangerous
Broad-spectrum azoles and flucloxacillin: a dangerous match.,,34494173,,https://pubmed.ncbi.nlm.nih.gov/34494173/,2022,dangerous
A very dangerous facial hematoma.,,34420907,,https://pubmed.ncbi.nlm.nih.gov/34420907/,2022,dangerous
Cardiac and oesophageal interplay: A dangerous liaison.,,34417068,,https://pubmed.ncbi.nlm.nih.gov/34417068/,2022,dangerous
Initiation of metformin in MELAS patient-a dangerous combination.,,34402712,,https://pubmed.ncbi.nlm.nih.gov/34402712/,2022,dangerous
Penile injection of aedile silicone: A dangerous shortcut.,,34399651,,https://pubmed.ncbi.nlm.nih.gov/34399651/,2022,dangerous
Spike in pollution to ignite the bursting of COVID-19 second wave is more dangerous than spike of SAR-CoV-2 under environmental ignorance in long term: a review.,,34390474,,https://pubmed.ncbi.nlm.nih.gov/34390474/,2022,dangerous
Diabetes mellitus and Parkinson's disease: dangerous liaisons between insulin and dopamine.,,34380882,,https://pubmed.ncbi.nlm.nih.gov/34380882/,2022,dangerous
"Rationality and Regulation Needed to Contain China's Dangerous Infatuation with ""Elf Ears"".",,34331097,,https://pubmed.ncbi.nlm.nih.gov/34331097/,2022,dangerous
IS COLONOSCOPY A DANGEROUS ROUTINE PRACTICE THAT INDUCES APPENDICITIS?: A CASE REPORT OF POSTCOLONOSCOPY APPENDICITIS.,,34269706,,https://pubmed.ncbi.nlm.nih.gov/34269706/,2022,dangerous
Inflammatory cell death induced by cytotoxic lymphocytes: a dangerous but necessary liaison.,,34174027,,https://pubmed.ncbi.nlm.nih.gov/34174027/,2022,dangerous
Gastric Venous Congestion After Total Pancreatectomy is Frequent and Dangerous.,,33914472,,https://pubmed.ncbi.nlm.nih.gov/33914472/,2022,dangerous
On the Occurrence of Dangerous Problem Behavior during Functional Analysis: An Evaluation of 30 Applications.,,33890495,,https://pubmed.ncbi.nlm.nih.gov/33890495/,2022,dangerous
Age Predicts Older Adults' Driving Self-Regulation but Not Dangerous Driving Behaviors after Controlling for Executive Function.,,33827079,,https://pubmed.ncbi.nlm.nih.gov/33827079/,2022,dangerous
Fatal Mitragynine-Associated Toxicity in Canada: A Case Report and Review of the Literature.,,31240047,,https://pubmed.ncbi.nlm.nih.gov/31240047/,2018,fatal
Fatal orbital cellulitis with intracranial complications: a case report.,,31179919,,https://pubmed.ncbi.nlm.nih.gov/31179919/,2018,fatal
"Slimming to the Death: Herbalife®-Associated Fatal Acute Liver Failure-Heavy Metals, Toxic Compounds, Bacterial Contaminants and Psychotropic Agents in Products Sold in India.",,31024209,,https://pubmed.ncbi.nlm.nih.gov/31024209/,2018,fatal
Fatal paradoxical emboli captured in transit through a patent foramen ovale.,,31020190,,https://pubmed.ncbi.nlm.nih.gov/31020190/,2018,fatal
Fatal visceral leishmaniosis in a dog caused by Leishmania infantum in Bosnia and Herzegovina: A case report.,,30929944,,https://pubmed.ncbi.nlm.nih.gov/30929944/,2018,fatal
Metabolic fingerprinting analysis of oil palm reveals a set of differentially expressed metabolites in fatal yellowing symptomatic and non-symptomatic plants.,,30830392,,https://pubmed.ncbi.nlm.nih.gov/30830392/,2018,fatal
Wandering Thrombi in the Right Atrium: A Fatal Journey From the Heart to Lungs.,,30828676,,https://pubmed.ncbi.nlm.nih.gov/30828676/,2018,fatal
Serious self-harm requiring intensive care unit admission: Understanding near-fatal suicide attempts.,,30792600,,https://pubmed.ncbi.nlm.nih.gov/30792600/,2018,fatal
Fatal Disseminated Herpes Simplex in a very premature neonate.,,30775325,,https://pubmed.ncbi.nlm.nih.gov/30775325/,2018,fatal
Dihydropyrimidine dehydrogenase deficiency as a cause of fatal 5-Fluorouracil toxicity.,,30775324,,https://pubmed.ncbi.nlm.nih.gov/30775324/,2018,fatal
Fatal Drug-Resistant Invasive Pulmonary Aspergillus fumigatus in a 56-Year-Old Immunosuppressed Man.,,30766405,,https://pubmed.ncbi.nlm.nih.gov/30766405/,2018,fatal
[Fatal Toxic Epidermal Necrolysis Induced by Diclofenac Re-Administration in the Teaching Hospital of Bouaké (Côte d'Ivoire)].,,30763502,,https://pubmed.ncbi.nlm.nih.gov/30763502/,2018,fatal
The 'SILENT Alarm': When History Taking Reveals a Potentially Fatal Toxicity.,,30756037,,https://pubmed.ncbi.nlm.nih.gov/30756037/,2018,fatal
Fatal Septic Shock Associated with Herpes Simplex Virus Hepatitis: A Case Report.,,30755997,,https://pubmed.ncbi.nlm.nih.gov/30755997/,2018,fatal
Gastric Pneumatosis: Fatal or Benign?,,30747660,,https://pubmed.ncbi.nlm.nih.gov/30747660/,2018,fatal
Sporotrichosis: When Uncommon Etiology Makes a Treatable Disease Nearly Fatal.,,30742751,,https://pubmed.ncbi.nlm.nih.gov/30742751/,2018,fatal
Near-fatal pulmonary embolism: capnographic perspective.,,30726331,,https://pubmed.ncbi.nlm.nih.gov/30726331/,2018,fatal
Huge interventricular septal hydatid: A rare fatal case.,,30693216,,https://pubmed.ncbi.nlm.nih.gov/30693216/,2018,fatal
Spontaneous Septostomy in a Twin Pregnancy Causing Fatal Amniotic Band Syndrome.,,30693129,,https://pubmed.ncbi.nlm.nih.gov/30693129/,2018,fatal
Fatal Invasive Cryptococcal Infection in an HIV-Negative Elderly Patient with Decompensated Hepatic Cirrhosis.,,30693118,,https://pubmed.ncbi.nlm.nih.gov/30693118/,2018,fatal
"Drug-Drug Interaction of Ergotamine with a Combination of Darunavir, Abacavir, and Lamivudine Causing a Fatal Vasospastic Ischemia.",,30662776,,https://pubmed.ncbi.nlm.nih.gov/30662776/,2018,fatal
Neuroimaging features of fatal high-altitude cerebral edema.,,30662199,,https://pubmed.ncbi.nlm.nih.gov/30662199/,2018,fatal
Fatal Intracranial Hemorrhage Associated with Oral Warfarin Use.,,30656075,,https://pubmed.ncbi.nlm.nih.gov/30656075/,2018,fatal
Unrecognized staphylococcal vertebral osteomyelitis leading to fatal outcome in a previously healthy patient.,,30656049,,https://pubmed.ncbi.nlm.nih.gov/30656049/,2018,fatal
Fatal right-sided heart failure due to leukostasis in a patient with leukemic transformation of myelodysplastic syndrome.,,30656022,,https://pubmed.ncbi.nlm.nih.gov/30656022/,2018,fatal
"Ichthyosis Congenita, Harlequin Type: A Fatal Case Report.",,30648059,,https://pubmed.ncbi.nlm.nih.gov/30648059/,2018,fatal
Fatal Leptospirosis and Escherichia coli co-infection in a post-partum woman.,,30647223,,https://pubmed.ncbi.nlm.nih.gov/30647223/,2018,fatal
Fatal vocal cord granuloma after orthognathic surgery.,,30637348,,https://pubmed.ncbi.nlm.nih.gov/30637348/,2018,fatal
Fatal Outcome of Ruptured Pulmonary Hydatid Cyst.,,30627187,,https://pubmed.ncbi.nlm.nih.gov/30627187/,2018,fatal
Leading Causes of Fatal and Nonfatal Unintentional Injury for Children and Teens and the Role of Lifestyle Clinicians: A Commentary.,,30627072,,https://pubmed.ncbi.nlm.nih.gov/30627072/,2018,fatal
"A retrospective review of fatal electrocution cases at Tygerberg Forensic Pathology Services, Cape Town, South Africa, over the 5-year period 1 January 2008 - 31 December 2012.",,30606289,,https://pubmed.ncbi.nlm.nih.gov/30606289/,2018,fatal
The anatomic substrate of irreversible airway obstruction and barotrauma in a case of hurricane-triggered fatal status asthmaticus during puerperium: Lessons from an autopsy.,,30603604,,https://pubmed.ncbi.nlm.nih.gov/30603604/,2018,fatal
Rabies encephalitis in children: a resurgence of a fatal anthropozoonosis.,,30602985,,https://pubmed.ncbi.nlm.nih.gov/30602985/,2018,fatal
Fatal Iron Toxicity in an Adult: Clinical Profile and Review.,,30598567,,https://pubmed.ncbi.nlm.nih.gov/30598567/,2018,fatal
Sauna-Induced Fatal Rhabdomyolysis.,,30596182,,https://pubmed.ncbi.nlm.nih.gov/30596182/,2018,fatal
[Analysis of core indicators of fatal gastrointestinal rebleeding in emergency from the perspective of big data].,,30592956,,https://pubmed.ncbi.nlm.nih.gov/30592956/,2018,fatal
Magnitude of renal problem in fatal cases of Lassa fever: A summary on existed reports.,,30588991,,https://pubmed.ncbi.nlm.nih.gov/30588991/,2018,fatal
Relative toxicity of mood stabilisers and antipsychotics: case fatality and fatal toxicity associated with self-poisoning.,,30587176,,https://pubmed.ncbi.nlm.nih.gov/30587176/,2018,fatal
"Queens stay, workers leave: caste-specific responses to fatal infections in an ant.",,30587108,,https://pubmed.ncbi.nlm.nih.gov/30587108/,2018,fatal
Injury death certificates without specification of the circumstances leading to the fatal injury - the Norwegian Cause of Death Registry 2005-2014.,,30583729,,https://pubmed.ncbi.nlm.nih.gov/30583729/,2018,fatal
Severe Fatal Systemic Embolism Due to Non-Bacterial Thrombotic Endocarditis as the Initial Manifestation of Gastric Adenocarcinoma: Case Report.,,30581998,,https://pubmed.ncbi.nlm.nih.gov/30581998/,2018,fatal
Fatal spontaneous rupture of splenic artery aneurysm in third trimester pregnancy.,,30580366,,https://pubmed.ncbi.nlm.nih.gov/30580366/,2018,fatal
Fatal pulmonary hemorrhage associated with vascular amyloid deposition in a cat.,,30574340,,https://pubmed.ncbi.nlm.nih.gov/30574340/,2018,fatal
Fatal Acute Hemolytic Transfusion Reaction due to Anti-Wra.,,30574061,,https://pubmed.ncbi.nlm.nih.gov/30574061/,2018,fatal
Fatal Complications of New-Onset Complicated Type B Aortic Dissection After Endovascular Abdominal Aortic Aneurysm Repair: Report of 2 Cases and Literature Review.,,30572794,,https://pubmed.ncbi.nlm.nih.gov/30572794/,2018,fatal
Bereaved Family Members' Views of the Value of Coronial Inquests Into Fatal Work Incidents.,,30572786,,https://pubmed.ncbi.nlm.nih.gov/30572786/,2018,fatal
Fatal Stroke in Pregnancy and the Puerperium.,,30571397,,https://pubmed.ncbi.nlm.nih.gov/30571397/,2018,fatal
Low-Voltage Type 1 ECG Is Associated With Fatal Ventricular Tachyarrhythmia in Brugada Syndrome.,,30571377,,https://pubmed.ncbi.nlm.nih.gov/30571377/,2018,fatal
Gangrenous cholecystitis: A silent but potential fatal disease in patients with diabetic neuropathy. A case report.,,30568955,,https://pubmed.ncbi.nlm.nih.gov/30568955/,2018,fatal
Heart and liver are infected in fatal cases of dengue: three PCR based case studies.,,30567553,,https://pubmed.ncbi.nlm.nih.gov/30567553/,2018,fatal
A near-fatal case of intussusception and ischaemic perforation of stomach in first-trimester pregnancy: eight years after laparoscopic Roux-en-Y gastric bypass.,,30567094,,https://pubmed.ncbi.nlm.nih.gov/30567094/,2018,fatal
DRESS syndrome induced by telaprevir: a potentially fatal adverse event in chronic hepatitis C therapy.,,30566559,,https://pubmed.ncbi.nlm.nih.gov/30566559/,2018,fatal
Improving CHA2DS2-VASc stratification of non-fatal stroke and mortality risk using the Intermountain Mortality Risk Score among patients with atrial fibrillation.,,30564375,,https://pubmed.ncbi.nlm.nih.gov/30564375/,2018,fatal
Correlation between Breast Arterial Calcification and the 10-year fatal cardiovascular risk by means of the SCORE Risk System.,,30559782,,https://pubmed.ncbi.nlm.nih.gov/30559782/,2018,fatal
"Report of a fatal case of Lassa fever in Parakou in 2018: clinical, therapeutic and diagnostic aspects.",,30558538,,https://pubmed.ncbi.nlm.nih.gov/30558538/,2018,fatal
"The Relationship between Free Press and Under-Reporting of Non-Fatal Occupational Injuries with Data from Representative National Indicators, 2015: Focusing on the Lethality Rate of Occupational Injuries among 39 Countries.",,30558139,,https://pubmed.ncbi.nlm.nih.gov/30558139/,2018,fatal
"In at-risk medical patients, rivaroxaban after discharge did not reduce symptomatic or fatal VTE at 45 days.",,30557417,,https://pubmed.ncbi.nlm.nih.gov/30557417/,2018,fatal
A Rapidly Fatal Infection With Haemophilus influenzae Serotype E Harboring bla ROB-1: The Dilemma of Safe De-escalation in the Setting of Potential Extended-Spectrum β-Lactamase Production.,,30555847,,https://pubmed.ncbi.nlm.nih.gov/30555847/,2018,fatal
"Whole genome sequence analysis of NDM-1, CMY-4, and SHV-12 coproducing Salmonella enterica serovar Typhimurium isolated from a case of fatal burn wound infection.",,30555248,,https://pubmed.ncbi.nlm.nih.gov/30555248/,2018,fatal
Fatal Invasive Pulmonary Aspergillosis Associated with Nonspecific Interstitial Pneumonia: An Autopsy Case Report.,,30555119,,https://pubmed.ncbi.nlm.nih.gov/30555119/,2018,fatal
Calculating the economic burden of fatal drowning in Australia.,,30553430,,https://pubmed.ncbi.nlm.nih.gov/30553430/,2018,fatal
Fatal injuries among Hispanic workers in the U.S. construction industry: Findings from FACE investigation reports.,,30553412,,https://pubmed.ncbi.nlm.nih.gov/30553412/,2018,fatal
A novel autosomal dominant mutation in SOX18 resulting in a fatal case of hypotrichosis-lymphedema-telangiectasia syndrome.,,30549413,,https://pubmed.ncbi.nlm.nih.gov/30549413/,2018,fatal
Frequency and associated risk factors of non-fatal overdose reported by pregnant women with opioid use disorder.,,30547833,,https://pubmed.ncbi.nlm.nih.gov/30547833/,2018,fatal
Fatal interstitial lung disease associated with AZD9291.,,30539877,,https://pubmed.ncbi.nlm.nih.gov/30539877/,2018,fatal
"Hyperglycemia, Classified with Multiple Biomarkers Simultaneously in Men without Diabetes, and Risk of Fatal Prostate Cancer.",,30538098,,https://pubmed.ncbi.nlm.nih.gov/30538098/,2018,fatal
Fatal atlantoaxial dislocation due to an odontoid synchondrosis fracture in a child with chromosome 9 abnormality: A case report.,,30528850,,https://pubmed.ncbi.nlm.nih.gov/30528850/,2018,fatal
Traction bronchiectasis on high-resolution computed tomography may predict fatal acute eosinophilic pneumonia.,,30528687,,https://pubmed.ncbi.nlm.nih.gov/30528687/,2018,fatal
The role of pneumonia and secondary bacterial infection in fatal and serious outcomes of pandemic influenza a(H1N1)pdm09.,,30526505,,https://pubmed.ncbi.nlm.nih.gov/30526505/,2018,fatal
Fatal Streptoccocus canis Necrotizing Fasciitis and Myositis in a Free-Ranging Iberian Lynx (Lynx pardinus).,,30507336,,https://pubmed.ncbi.nlm.nih.gov/30507336/,2018,fatal
Simon's hemorrhages in a case of a fatal construction site accident as the result of body hyperextension in the upside-down position - a possible reconstruction of the injury mechanism.,,30506161,,https://pubmed.ncbi.nlm.nih.gov/30506161/,2018,fatal
A Fatal Case of Louping-ill in a Dog: Immunolocalization and Full Genome Sequencing of the Virus.,,30502792,,https://pubmed.ncbi.nlm.nih.gov/30502792/,2018,fatal
"Fatal shark attacks on divers in Australia, 1960-2017.",,30517954,,https://pubmed.ncbi.nlm.nih.gov/30517954/,2018,fatal
Risk Factors for Fatal Pulmonary Hemorrhage following Concurrent Chemoradiotherapy in Stage 3B/C Squamous-Cell Lung Carcinoma Patients.,,30515211,,https://pubmed.ncbi.nlm.nih.gov/30515211/,2018,fatal
Discussion: Understanding Fatal Fat Embolism in Gluteal Lipoinjection: A Review of the Medical Records and Autopsy Reports of 16 Patients.,,30511974,,https://pubmed.ncbi.nlm.nih.gov/30511974/,2018,fatal
Fatal Hypermagnesemia: an acute ingestion of Epsom Salt in a patient with normal renal function.,,30510660,,https://pubmed.ncbi.nlm.nih.gov/30510660/,2018,fatal
"Fatal systemic angiomatosis with widespread sclerotic skeletal changes, diagnosed with the aid of a bone marrow biopsy: the lymphatics enter the bone marrow.",,30509059,,https://pubmed.ncbi.nlm.nih.gov/30509059/,2018,fatal
Time-related morphometric studies on CD34 protein expression in the cerebral blood vessels after fatal brain contusions.,,30509040,,https://pubmed.ncbi.nlm.nih.gov/30509040/,2018,fatal
Pathologic and molecular studies of enterovirus 71 infection in a fatal case from a recent epidemic in China: A case report.,,30508963,,https://pubmed.ncbi.nlm.nih.gov/30508963/,2018,fatal
Fatal combination of mitragynine and quetiapine - a case report with discussion of a potential herb-drug interaction.,,30498933,,https://pubmed.ncbi.nlm.nih.gov/30498933/,2018,fatal
Nellix Endobag rupture associated with a fatal outcome.,,30497865,,https://pubmed.ncbi.nlm.nih.gov/30497865/,2018,fatal
Fatal flaws in clinical decision making.,,30497100,,https://pubmed.ncbi.nlm.nih.gov/30497100/,2018,fatal
Fatal poisoning involving cyclopropylfentanyl - Investigation of time-dependent postmortem redistribution.,,30497048,,https://pubmed.ncbi.nlm.nih.gov/30497048/,2018,fatal
Fatal ruptured ectopic pregnancy - a case report.,,30489187,,https://pubmed.ncbi.nlm.nih.gov/30489187/,2018,fatal
Fatal Case of Pulmonary Invasive Aspergillus after Heart Transplant with a Rapidly Progressive Course.,,30487963,,https://pubmed.ncbi.nlm.nih.gov/30487963/,2018,fatal
Fatal recurrent VTE after anticoagulant treatment for unprovoked VTE: a systematic review.,,30487292,,https://pubmed.ncbi.nlm.nih.gov/30487292/,2018,fatal
Bad behaviour or societal failure? Perceptions of the factors contributing to drivers' engagement in the fatal five driving behaviours.,,30487095,,https://pubmed.ncbi.nlm.nih.gov/30487095/,2018,fatal
"Fatal Dengue, Chikungunya and Leptospirosis: The Importance of Assessing Co-infections in Febrile Patients in Tropical Areas.",,30486238,,https://pubmed.ncbi.nlm.nih.gov/30486238/,2018,fatal
An analytically confirmed non-fatal intoxication by carfentanil in Sweden.,,30484713,,https://pubmed.ncbi.nlm.nih.gov/30484713/,2018,fatal
Analysis of Fatal Attraction and Gone Girl to Teach Personality Clusters.,,30484142,,https://pubmed.ncbi.nlm.nih.gov/30484142/,2018,fatal
Air Embolism into Superior Mesenteric Artery Following Replacement of Ascending Aorta for Aortic Dissection - A Rare and Fatal Case.,,30483678,,https://pubmed.ncbi.nlm.nih.gov/30483678/,2018,fatal
Anomalous Fusion of Right Pulmonary Artery to Aortic Arch: Case Report of a Rare and Fatal Congenital Malformation in a Newborn and a Literature Review.,,30482890,,https://pubmed.ncbi.nlm.nih.gov/30482890/,2018,fatal
Fatal sepsis caused by mecA-positive oxacillin-susceptible Staphylococcus aureus: First report in a tertiary hospital of southern Brazil.,,30482697,,https://pubmed.ncbi.nlm.nih.gov/30482697/,2018,fatal
Case report: A fatal case of cryptococcosis in an immunocompetent patient due to Cryptococcus deuterogattii (AFLP6/VGII).,,30479782,,https://pubmed.ncbi.nlm.nih.gov/30479782/,2018,fatal
Fatal deer attack in a rutting season.,,30478732,,https://pubmed.ncbi.nlm.nih.gov/30478732/,2018,fatal
Fatal bronchopneumonia caused by skunk adenovirus 1 in an African pygmy hedgehog.,,30475680,,https://pubmed.ncbi.nlm.nih.gov/30475680/,2018,fatal
"Understanding the full burden of drowning: a retrospective, cross-sectional analysis of fatal and non-fatal drowning in Australia.",,30473541,,https://pubmed.ncbi.nlm.nih.gov/30473541/,2018,fatal
"Fatal drowning in the Western Cape, South Africa: a 7-year retrospective, epidemiological study.",,30472680,,https://pubmed.ncbi.nlm.nih.gov/30472680/,2018,fatal
How neighborhoods matter in fatal interactions between police and men of color.,,30472515,,https://pubmed.ncbi.nlm.nih.gov/30472515/,2018,fatal
A fatal case of Fournier's gangrene during neoadjuvant radiotherapy for rectal cancer.,,30470845,,https://pubmed.ncbi.nlm.nih.gov/30470845/,2018,fatal
Fatal orbital necrotizing fasciitis secondary to stenotrophomonas maltophilia associated stomatitis.,,30465891,,https://pubmed.ncbi.nlm.nih.gov/30465891/,2018,fatal
Fatal Neurologic Dysfunction During Continuous-Flow Left Ventricular Assist Device Support.,,30465757,,https://pubmed.ncbi.nlm.nih.gov/30465757/,2018,fatal
Difference in the prevalence of non-fatal suicidal behaviours in patients with unipolar and bipolar depression in China: a meta-analysis.,,30464805,,https://pubmed.ncbi.nlm.nih.gov/30464805/,2018,fatal
Dangerous encounters: triggers of fatal ventricular arrhythmias and safety of interventional treatment strategies.,,30462210,,https://pubmed.ncbi.nlm.nih.gov/30462210/,2018,fatal
Rare and Fatal Case of Upper Gastrointestinal Bleeding.,,30453090,,https://pubmed.ncbi.nlm.nih.gov/30453090/,2018,fatal
Tamoxifen prolongs survival and alleviates symptoms in mice with fatal X-linked myotubular myopathy.,,30451843,,https://pubmed.ncbi.nlm.nih.gov/30451843/,2018,fatal
